run,id,expected_route,predicted_route,continue_score,new_score,delta_continue_minus_new,continue_match_probability,new_match_probability,both_scores_positive,both_match_probability_gt_0_9,correct_candidate_score,incorrect_candidate_score
A,case_017,CONTINUE,CONTINUE,16.90625,5.593749991618097,11.312500008381903,0.9999999545316812,0.9962927470946552,True,True,16.90625,5.593749991618097
A,case_018,NEW,CONTINUE,6.625000164145604,-6.000000086612999,12.625000250758603,0.9986749777999954,0.002472622943003016,False,False,-6.000000086612999,6.625000164145604
A,case_019,CONTINUE,CONTINUE,18.515625,13.906250000000455,4.609374999999545,0.9999999909057639,0.999999086745198,True,True,18.515625,13.906250000000455
A,case_020,NEW,CONTINUE,17.328125,10.375000238906068,6.953124761093932,0.9999999701811482,0.9999687980960601,True,True,10.375000238906068,17.328125
A,case_021,NEW,CONTINUE,18.15625,12.421874761589606,5.734375238410394,0.9999999869731082,0.9999959705424379,True,True,12.421874761589606,18.15625
A,case_022,NEW,CONTINUE,14.921874642372188,-1.6562499552965164,16.578124597668705,0.9999996692407188,0.16026603834399278,False,False,-1.6562499552965164,14.921874642372188
A,case_023,CONTINUE,CONTINUE,18.453125,12.468750000007276,5.984374999992724,0.9999999903192359,0.9999961550649413,True,True,18.453125,12.468750000007276
A,case_024,NEW,CONTINUE,18.90625,10.906249761750587,8.000000238249413,0.9999999938465318,0.999981657102302,True,True,10.906249761750587,18.90625
A,case_025,CONTINUE,CONTINUE,18.9375,14.687499523162955,4.2500004768370445,0.9999999940358542,0.9999995818810775,True,True,18.9375,14.687499523162955
A,case_026,NEW,CONTINUE,18.875,13.687499761582103,5.187500238417897,0.9999999936511998,0.9999988634360183,True,True,13.687499761582103,18.875
A,case_027,CONTINUE,CONTINUE,17.59375,14.43750035762804,3.156249642371961,0.999999977137093,0.9999994631251881,True,True,17.59375,14.43750035762804
A,case_028,NEW,CONTINUE,17.046875,10.187499523872248,6.859375476127752,0.9999999604964398,0.9999623635349,True,True,10.187499523872248,17.046875
A,case_029,CONTINUE,CONTINUE,18.375,2.2500000298023224,16.124999970197678,0.9999999895325983,0.9046505376715775,True,True,18.375,2.2500000298023224
A,case_030,NEW,CONTINUE,12.031249761599156,-7.6562501118460204,19.687499873445176,0.9999940448592318,0.0004728543816584347,False,False,-7.6562501118460204,12.031249761599156
B,case_001,CONTINUE,CONTINUE,19.890625,13.187500000001819,6.703124999998181,0.9999999977006169,0.9999981261246162,True,True,19.890625,13.187500000001819
B,case_002,CONTINUE,CONTINUE,18.515625,14.718749642372188,3.796875357627812,0.9999999909057639,0.9999995947452874,True,True,18.515625,14.718749642372188
B,case_003,NEW,CONTINUE,8.156250160362106,-0.125,8.281250160362106,0.9997131459636,0.46879062662624377,False,False,-0.125,8.156250160362106
B,case_004,CONTINUE,CONTINUE,19.078125,13.859375000000455,5.218749999999545,0.9999999948182603,0.9999990429172271,True,True,19.078125,13.859375000000455
B,case_005,NEW,CONTINUE,4.437499875202775,-1.9062500596046448,6.34374993480742,0.9883127405628144,0.12940272487671914,False,False,-1.9062500596046448,4.437499875202775
B,case_006,CONTINUE,CONTINUE,17.5,11.906249880813903,5.593750119186097,0.999999974890009,0.9999932519476056,True,True,17.5,11.906249880813903
B,case_007,NEW,CONTINUE,-6.0312497820705175,-13.749999880791279,7.718750098720761,0.0023967313911954784,1.0677029973235123e-06,False,False,-13.749999880791279,-6.0312497820705175
B,case_008,CONTINUE,CONTINUE,18.171875,9.562500240892405,8.609374759107595,0.9999999871750714,0.9999296881742672,True,True,18.171875,9.562500240892405
B,case_009,NEW,CONTINUE,10.593749761894287,-6.437500206404366,17.031249968298653,0.9999749284001825,0.0015978451647420651,False,False,-6.437500206404366,10.593749761894287
B,case_010,CONTINUE,CONTINUE,18.640625,10.718749761826984,7.9218752381730155,0.9999999919743648,0.9999778743256346,True,True,18.640625,10.718749761826984
B,case_011,NEW,CONTINUE,15.968749880790718,-3.2187500968575478,19.187499977648265,0.9999998838925749,0.03846618843589848,False,False,-3.2187500968575478,15.968749880790718
B,case_012,CONTINUE,CONTINUE,18.34375,11.812500238445864,6.531249761554136,0.9999999892003274,0.9999925887218952,True,True,18.34375,11.812500238445864
B,case_013,CONTINUE,CONTINUE,18.9375,15.18749976158145,3.7500002384185507,0.9999999940358542,0.9999997463980729,True,True,18.9375,15.18749976158145
B,case_014,NEW,CONTINUE,9.875000001324224,-11.937500119230663,21.812500120554887,0.9999485577863259,6.540436447118119e-06,False,False,-11.937500119230663,9.875000001324224
B,case_015,CONTINUE,CONTINUE,18.84375,15.29687476158145,3.5468752384185507,0.9999999934496673,0.9999997726726956,True,True,18.84375,15.29687476158145
B,case_016,NEW,NEW,-2.687500111758709,5.281249896623194,-7.968750008381903,0.06371498758495588,0.99493966744756,False,False,5.281249896623194,-2.687500111758709
B,case_017,CONTINUE,CONTINUE,16.890625,5.531250195112079,11.35937480488792,0.9999999538156595,0.9960545939601573,True,True,16.890625,5.531250195112079
B,case_018,NEW,CONTINUE,6.531250106985681,-6.0312497820705175,12.562499889056198,0.9985449372169115,0.0023967313911954784,False,False,-6.0312497820705175,6.531250106985681
B,case_019,CONTINUE,CONTINUE,18.53125,13.906250000000455,4.624999999999545,0.9999999910467569,0.999999086745198,True,True,18.53125,13.906250000000455
B,case_020,NEW,CONTINUE,17.328125,10.406250238876964,6.921874761123036,0.9999999701811482,0.9999697580486899,True,True,10.406250238876964,17.328125
B,case_021,NEW,CONTINUE,18.15625,12.390624642380772,5.7656253576192285,0.9999999869731082,0.9999958426337607,True,True,12.390624642380772,18.15625
B,case_022,NEW,CONTINUE,14.906249642372188,-1.6562499552965164,16.562499597668705,0.9999996640320198,0.16026603834399278,False,False,-1.6562499552965164,14.906249642372188
B,case_023,CONTINUE,CONTINUE,18.4375,12.468750000007276,5.968749999992724,0.9999999901667861,0.9999961550649413,True,True,18.4375,12.468750000007276
B,case_024,NEW,CONTINUE,18.890625,10.968749880939868,7.921875119060132,0.9999999937496289,0.9999827684251963,True,True,10.968749880939868,18.890625
B,case_025,CONTINUE,CONTINUE,18.953125,14.687499523162955,4.2656254768370445,0.9999999941283197,0.9999995818810775,True,True,18.953125,14.687499523162955
B,case_026,NEW,CONTINUE,18.90625,13.687499761582103,5.218750238417897,0.9999999938465318,0.9999988634360183,True,True,13.687499761582103,18.90625
B,case_027,CONTINUE,CONTINUE,17.609375,14.43750035762804,3.171874642371961,0.9999999774915497,0.9999994631251881,True,True,17.609375,14.43750035762804
B,case_028,NEW,CONTINUE,17.078125,10.187499523872248,6.890625476127752,0.9999999617118366,0.9999623635349,True,True,10.187499523872248,17.078125
B,case_029,CONTINUE,CONTINUE,18.375,2.2500000298023224,16.124999970197678,0.9999999895325983,0.9046505376715775,True,True,18.375,2.2500000298023224
B,case_030,NEW,CONTINUE,12.093750119225206,-7.6562501118460204,19.750000231071226,0.9999944056629535,0.0004728543816584347,False,False,-7.6562501118460204,12.093750119225206
