model,endpoint,query_version,dataset,dataset_sha256,routes,routes_sha256,candidate_format,raw_scores,case_count,created_at_utc,id,difficulty,message,expected_route,predicted_route,correct,best_score,second_score,margin,routes_json,request_latency_sec,error
BAAI/bge-reranker-v2-m3,http://localhost:8011/rerank,reranker-query-v1,dataset_v2.jsonl,fe6357ef072442689848d72f942828f5d12da4f71611fd86b4f9ceeddad6088c,routes_continue_first.json,cfdff764daf9e962e49fb05003148c1469462fc1e0558573cf08a02430da4561,<route name>: <route description>,True,30,2026-09-05T08:03:50.091956+00:00,case_011,easy,Теперь создай отпуск Иванову.,NEW,CONTINUE,False,0.041900635,-5.8203125,5.862213135,"[{""input_index"": 0, ""name"": ""CONTINUE"", ""score"": 0.041900635}, {""input_index"": 1, ""name"": ""NEW"", ""score"": -5.8203125}]",0.009785927999473643,
BAAI/bge-reranker-v2-m3,http://localhost:8011/rerank,reranker-query-v1,dataset_v2.jsonl,fe6357ef072442689848d72f942828f5d12da4f71611fd86b4f9ceeddad6088c,routes_continue_first.json,cfdff764daf9e962e49fb05003148c1469462fc1e0558573cf08a02430da4561,<route name>: <route description>,True,30,2026-09-05T08:03:50.091956+00:00,case_012,easy,"Да, у всех отчётов белый экран.",CONTINUE,CONTINUE,True,-3.046875,-7.8554688,4.8085938,"[{""input_index"": 0, ""name"": ""CONTINUE"", ""score"": -3.046875}, {""input_index"": 1, ""name"": ""NEW"", ""score"": -7.8554688}]",0.007973165998919285,
BAAI/bge-reranker-v2-m3,http://localhost:8011/rerank,reranker-query-v1,dataset_v2.jsonl,fe6357ef072442689848d72f942828f5d12da4f71611fd86b4f9ceeddad6088c,routes_continue_first.json,cfdff764daf9e962e49fb05003148c1469462fc1e0558573cf08a02430da4561,<route name>: <route description>,True,30,2026-09-05T08:03:50.091956+00:00,case_013,medium,А адрес доставки ещё можно изменить?,CONTINUE,CONTINUE,True,1.5283203,-2.9101562,4.4384765,"[{""input_index"": 0, ""name"": ""CONTINUE"", ""score"": 1.5283203}, {""input_index"": 1, ""name"": ""NEW"", ""score"": -2.9101562}]",0.010880974999963655,
BAAI/bge-reranker-v2-m3,http://localhost:8011/rerank,reranker-query-v1,dataset_v2.jsonl,fe6357ef072442689848d72f942828f5d12da4f71611fd86b4f9ceeddad6088c,routes_continue_first.json,cfdff764daf9e962e49fb05003148c1469462fc1e0558573cf08a02430da4561,<route name>: <route description>,True,30,2026-09-05T08:03:50.091956+00:00,case_014,medium,А где изменить email в профиле?,NEW,CONTINUE,False,-0.3256836,-5.6523438,5.3266602,"[{""input_index"": 0, ""name"": ""CONTINUE"", ""score"": -0.3256836}, {""input_index"": 1, ""name"": ""NEW"", ""score"": -5.6523438}]",0.01138895300027798,
BAAI/bge-reranker-v2-m3,http://localhost:8011/rerank,reranker-query-v1,dataset_v2.jsonl,fe6357ef072442689848d72f942828f5d12da4f71611fd86b4f9ceeddad6088c,routes_continue_first.json,cfdff764daf9e962e49fb05003148c1469462fc1e0558573cf08a02430da4561,<route name>: <route description>,True,30,2026-09-05T08:03:50.091956+00:00,case_015,medium,"На /reports, в основном при больших отчётах.",CONTINUE,CONTINUE,True,-1.9785156,-5.875,3.8964844000000003,"[{""input_index"": 0, ""name"": ""CONTINUE"", ""score"": -1.9785156}, {""input_index"": 1, ""name"": ""NEW"", ""score"": -5.875}]",0.011273093999989214,
BAAI/bge-reranker-v2-m3,http://localhost:8011/rerank,reranker-query-v1,dataset_v2.jsonl,fe6357ef072442689848d72f942828f5d12da4f71611fd86b4f9ceeddad6088c,routes_continue_first.json,cfdff764daf9e962e49fb05003148c1469462fc1e0558573cf08a02430da4561,<route name>: <route description>,True,30,2026-09-05T08:03:50.091956+00:00,case_016,medium,Как создать нового пользователя через API?,NEW,CONTINUE,False,-3.84375,-7.5273438,3.6835937999999997,"[{""input_index"": 0, ""name"": ""CONTINUE"", ""score"": -3.84375}, {""input_index"": 1, ""name"": ""NEW"", ""score"": -7.5273438}]",0.008609807999164332,
BAAI/bge-reranker-v2-m3,http://localhost:8011/rerank,reranker-query-v1,dataset_v2.jsonl,fe6357ef072442689848d72f942828f5d12da4f71611fd86b4f9ceeddad6088c,routes_continue_first.json,cfdff764daf9e962e49fb05003148c1469462fc1e0558573cf08a02430da4561,<route name>: <route description>,True,30,2026-09-05T08:03:50.091956+00:00,case_017,medium,Можно вместо графика вывести таблицу?,CONTINUE,CONTINUE,True,-0.7050781,-5.9492188,5.2441407,"[{""input_index"": 0, ""name"": ""CONTINUE"", ""score"": -0.7050781}, {""input_index"": 1, ""name"": ""NEW"", ""score"": -5.9492188}]",0.010574916999757988,
BAAI/bge-reranker-v2-m3,http://localhost:8011/rerank,reranker-query-v1,dataset_v2.jsonl,fe6357ef072442689848d72f942828f5d12da4f71611fd86b4f9ceeddad6088c,routes_continue_first.json,cfdff764daf9e962e49fb05003148c1469462fc1e0558573cf08a02430da4561,<route name>: <route description>,True,30,2026-09-05T08:03:50.091956+00:00,case_018,medium,А как подключить новый MCP-инструмент?,NEW,CONTINUE,False,-1.734375,-8.453125,6.71875,"[{""input_index"": 0, ""name"": ""CONTINUE"", ""score"": -1.734375}, {""input_index"": 1, ""name"": ""NEW"", ""score"": -8.453125}]",0.01100941599906946,
BAAI/bge-reranker-v2-m3,http://localhost:8011/rerank,reranker-query-v1,dataset_v2.jsonl,fe6357ef072442689848d72f942828f5d12da4f71611fd86b4f9ceeddad6088c,routes_continue_first.json,cfdff764daf9e962e49fb05003148c1469462fc1e0558573cf08a02430da4561,<route name>: <route description>,True,30,2026-09-05T08:03:50.091956+00:00,case_019,medium,А если руководитель сейчас отсутствует?,CONTINUE,CONTINUE,True,-0.6777344,-5.5859375,4.9082031,"[{""input_index"": 0, ""name"": ""CONTINUE"", ""score"": -0.6777344}, {""input_index"": 1, ""name"": ""NEW"", ""score"": -5.5859375}]",0.011056745999667328,
BAAI/bge-reranker-v2-m3,http://localhost:8011/rerank,reranker-query-v1,dataset_v2.jsonl,fe6357ef072442689848d72f942828f5d12da4f71611fd86b4f9ceeddad6088c,routes_continue_first.json,cfdff764daf9e962e49fb05003148c1469462fc1e0558573cf08a02430da4561,<route name>: <route description>,True,30,2026-09-05T08:03:50.091956+00:00,case_020,medium,А как назначить роль аналитика Иванову?,NEW,CONTINUE,False,-3.9765625,-7.7265625,3.75,"[{""input_index"": 0, ""name"": ""CONTINUE"", ""score"": -3.9765625}, {""input_index"": 1, ""name"": ""NEW"", ""score"": -7.7265625}]",0.013016553999477765,
BAAI/bge-reranker-v2-m3,http://localhost:8011/rerank,reranker-query-v1,dataset_v2.jsonl,fe6357ef072442689848d72f942828f5d12da4f71611fd86b4f9ceeddad6088c,routes_continue_first.json,cfdff764daf9e962e49fb05003148c1469462fc1e0558573cf08a02430da4561,<route name>: <route description>,True,30,2026-09-05T08:03:50.091956+00:00,case_021,medium,Сформируй новый отчёт по сотрудникам.,NEW,CONTINUE,False,-1.7089844,-4.9492188,3.2402343999999994,"[{""input_index"": 0, ""name"": ""CONTINUE"", ""score"": -1.7089844}, {""input_index"": 1, ""name"": ""NEW"", ""score"": -4.9492188}]",0.012707650999800535,
BAAI/bge-reranker-v2-m3,http://localhost:8011/rerank,reranker-query-v1,dataset_v2.jsonl,fe6357ef072442689848d72f942828f5d12da4f71611fd86b4f9ceeddad6088c,routes_continue_first.json,cfdff764daf9e962e49fb05003148c1469462fc1e0558573cf08a02430da4561,<route name>: <route description>,True,30,2026-09-05T08:03:50.091956+00:00,case_022,medium,А где изменить номер телефона в профиле?,NEW,CONTINUE,False,-0.47851562,-6.0507812,5.572265580000001,"[{""input_index"": 0, ""name"": ""CONTINUE"", ""score"": -0.47851562}, {""input_index"": 1, ""name"": ""NEW"", ""score"": -6.0507812}]",0.011267113000940299,
BAAI/bge-reranker-v2-m3,http://localhost:8011/rerank,reranker-query-v1,dataset_v2.jsonl,fe6357ef072442689848d72f942828f5d12da4f71611fd86b4f9ceeddad6088c,routes_continue_first.json,cfdff764daf9e962e49fb05003148c1469462fc1e0558573cf08a02430da4561,<route name>: <route description>,True,30,2026-09-05T08:03:50.091956+00:00,case_023,hard,"Да. А если попробовать через VPN, это может помочь?",CONTINUE,CONTINUE,True,-0.54248047,-5.8203125,5.27783203,"[{""input_index"": 0, ""name"": ""CONTINUE"", ""score"": -0.54248047}, {""input_index"": 1, ""name"": ""NEW"", ""score"": -5.8203125}]",0.010972447000312968,
BAAI/bge-reranker-v2-m3,http://localhost:8011/rerank,reranker-query-v1,dataset_v2.jsonl,fe6357ef072442689848d72f942828f5d12da4f71611fd86b4f9ceeddad6088c,routes_continue_first.json,cfdff764daf9e962e49fb05003148c1469462fc1e0558573cf08a02430da4561,<route name>: <route description>,True,30,2026-09-05T08:03:50.091956+00:00,case_024,hard,"Спасибо, вошёл. А уведомления как отключить?",NEW,CONTINUE,False,-1.6669922,-6.4492188,4.7822265999999996,"[{""input_index"": 0, ""name"": ""CONTINUE"", ""score"": -1.6669922}, {""input_index"": 1, ""name"": ""NEW"", ""score"": -6.4492188}]",0.011293272000330035,
BAAI/bge-reranker-v2-m3,http://localhost:8011/rerank,reranker-query-v1,dataset_v2.jsonl,fe6357ef072442689848d72f942828f5d12da4f71611fd86b4f9ceeddad6088c,routes_continue_first.json,cfdff764daf9e962e49fb05003148c1469462fc1e0558573cf08a02430da4561,<route name>: <route description>,True,30,2026-09-05T08:03:50.091956+00:00,case_025,hard,После перехода мои сохранённые отчёты останутся?,CONTINUE,CONTINUE,True,-0.6948242,-7.359375,6.6645508,"[{""input_index"": 0, ""name"": ""CONTINUE"", ""score"": -0.6948242}, {""input_index"": 1, ""name"": ""NEW"", ""score"": -7.359375}]",0.011097934000645182,
BAAI/bge-reranker-v2-m3,http://localhost:8011/rerank,reranker-query-v1,dataset_v2.jsonl,fe6357ef072442689848d72f942828f5d12da4f71611fd86b4f9ceeddad6088c,routes_continue_first.json,cfdff764daf9e962e49fb05003148c1469462fc1e0558573cf08a02430da4561,<route name>: <route description>,True,30,2026-09-05T08:03:50.091956+00:00,case_026,hard,"Тогда Pro. И ещё скажите, как удалить аккаунт.",NEW,CONTINUE,False,-2.5996094,-7.6953125,5.0957031,"[{""input_index"": 0, ""name"": ""CONTINUE"", ""score"": -2.5996094}, {""input_index"": 1, ""name"": ""NEW"", ""score"": -7.6953125}]",0.008375105999220978,
BAAI/bge-reranker-v2-m3,http://localhost:8011/rerank,reranker-query-v1,dataset_v2.jsonl,fe6357ef072442689848d72f942828f5d12da4f71611fd86b4f9ceeddad6088c,routes_continue_first.json,cfdff764daf9e962e49fb05003148c1469462fc1e0558573cf08a02430da4561,<route name>: <route description>,True,30,2026-09-05T08:03:50.091956+00:00,case_027,hard,Иногда ещё появляется 500. Это может быть связано?,CONTINUE,CONTINUE,True,-1.4414062,-6.2617188,4.820312599999999,"[{""input_index"": 0, ""name"": ""CONTINUE"", ""score"": -1.4414062}, {""input_index"": 1, ""name"": ""NEW"", ""score"": -6.2617188}]",0.01093856199986476,
BAAI/bge-reranker-v2-m3,http://localhost:8011/rerank,reranker-query-v1,dataset_v2.jsonl,fe6357ef072442689848d72f942828f5d12da4f71611fd86b4f9ceeddad6088c,routes_continue_first.json,cfdff764daf9e962e49fb05003148c1469462fc1e0558573cf08a02430da4561,<route name>: <route description>,True,30,2026-09-05T08:03:50.091956+00:00,case_028,hard,"Не помогает. Кстати, где посмотреть историю платежей?",NEW,CONTINUE,False,-1.0498047,-5.0234375,3.9736328,"[{""input_index"": 0, ""name"": ""CONTINUE"", ""score"": -1.0498047}, {""input_index"": 1, ""name"": ""NEW"", ""score"": -5.0234375}]",0.008385716000702814,
BAAI/bge-reranker-v2-m3,http://localhost:8011/rerank,reranker-query-v1,dataset_v2.jsonl,fe6357ef072442689848d72f942828f5d12da4f71611fd86b4f9ceeddad6088c,routes_continue_first.json,cfdff764daf9e962e49fb05003148c1469462fc1e0558573cf08a02430da4561,<route name>: <route description>,True,30,2026-09-05T08:03:50.091956+00:00,case_029,hard,Убери Санкт-Петербург и сравни Москву с Казанью за тот же период.,CONTINUE,CONTINUE,True,-1.7724609,-8.2265625,6.4541015999999996,"[{""input_index"": 0, ""name"": ""CONTINUE"", ""score"": -1.7724609}, {""input_index"": 1, ""name"": ""NEW"", ""score"": -8.2265625}]",0.0144140120009979,
BAAI/bge-reranker-v2-m3,http://localhost:8011/rerank,reranker-query-v1,dataset_v2.jsonl,fe6357ef072442689848d72f942828f5d12da4f71611fd86b4f9ceeddad6088c,routes_continue_first.json,cfdff764daf9e962e49fb05003148c1469462fc1e0558573cf08a02430da4561,<route name>: <route description>,True,30,2026-09-05T08:03:50.091956+00:00,case_030,hard,Сохрани результат. И создай встречу с отделом продаж на завтра.,NEW,CONTINUE,False,-1.9257812,-7.9453125,6.0195313,"[{""input_index"": 0, ""name"": ""CONTINUE"", ""score"": -1.9257812}, {""input_index"": 1, ""name"": ""NEW"", ""score"": -7.9453125}]",0.014457974999459111,
