id,difficulty,message,expected_route,predicted_route,predicted_sum,correct,correct_sum,confidence,margin,routes_json,latency_sec,error
case_011,easy,Теперь создай отпуск Иванову.,NEW,NEW,NEW,True,True,0.9999955745685296,0.9999911491370592,"{""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-12.328131675720215, -1.3112935448589269e-05], ""sum_logprob"": -12.328144788655663, ""mean_logprob"": -12.328144788655663, ""normalized_score_probability"": 4.425431470429585e-06}, ""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-6.437280717364047e-06], ""sum_logprob"": -6.437280717364047e-06, ""mean_logprob"": -6.437280717364047e-06, ""normalized_score_probability"": 0.9999955745685296}}",0.24752835000072082,
case_012,easy,"Да, у всех отчётов белый экран.",CONTINUE,CONTINUE,CONTINUE,True,True,0.9935116912607543,0.9870233825215087,"{""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-0.0065811797976493835, -6.198863957251888e-06], ""sum_logprob"": -0.006587378661606635, ""mean_logprob"": -0.006587378661606635, ""normalized_score_probability"": 0.9935116912607543}, ""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-5.0378313064575195], ""sum_logprob"": -5.0378313064575195, ""mean_logprob"": -5.0378313064575195, ""normalized_score_probability"": 0.006488308739245691}}",0.24832235199937713,
case_013,medium,А адрес доставки ещё можно изменить?,CONTINUE,CONTINUE,CONTINUE,True,True,0.999949355084652,0.999898710169304,"{""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-0.0001264730526600033, -4.291525328881107e-06], ""sum_logprob"": -0.0001307645779888844, ""mean_logprob"": -0.0001307645779888844, ""normalized_score_probability"": 0.999949355084652}, ""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-9.890751838684082], ""sum_logprob"": -9.890751838684082, ""mean_logprob"": -9.890751838684082, ""normalized_score_probability"": 5.0644915348045934e-05}}",0.23935081799936597,
case_014,medium,А где изменить email в профиле?,NEW,NEW,NEW,True,True,0.9999999998226927,0.9999999996453853,"{""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-22.453126907348633, -1.07287787614041e-05], ""sum_logprob"": -22.453137636127394, ""mean_logprob"": -22.453137636127394, ""normalized_score_probability"": 1.7730737190516433e-10}, ""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-1.311301275563892e-06], ""sum_logprob"": -1.311301275563892e-06, ""mean_logprob"": -1.311301275563892e-06, ""normalized_score_probability"": 0.9999999998226927}}",0.2458007319983153,
case_015,medium,"На /reports, в основном при больших отчётах.",CONTINUE,CONTINUE,CONTINUE,True,True,0.9994472174857334,0.9988944349714669,"{""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-0.0007121411035768688, -6.794906312279636e-06], ""sum_logprob"": -0.0007189360098891484, ""mean_logprob"": -0.0007189360098891484, ""normalized_score_probability"": 0.9994472174857334}, ""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-7.500711917877197], ""sum_logprob"": -7.500711917877197, ""mean_logprob"": -7.500711917877197, ""normalized_score_probability"": 0.0005527825142665233}}",0.24649270699956105,
case_016,medium,Как создать нового пользователя через API?,NEW,NEW,NEW,True,True,0.9999999859148385,0.999999971829677,"{""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-18.078126907348633, -1.8715683836489916e-05], ""sum_logprob"": -18.07814562303247, ""mean_logprob"": -18.07814562303247, ""normalized_score_probability"": 1.4085161519665455e-08}, ""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-1.6689286894688848e-06], ""sum_logprob"": -1.6689286894688848e-06, ""mean_logprob"": -1.6689286894688848e-06, ""normalized_score_probability"": 0.9999999859148385}}",0.23993510199943557,
case_017,medium,Можно вместо графика вывести таблицу?,CONTINUE,NEW,NEW,False,False,0.9688853094519165,0.9377706189038331,"{""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-3.469162940979004, -7.033323527139146e-06], ""sum_logprob"": -3.469169974302531, ""mean_logprob"": -3.469169974302531, ""normalized_score_probability"": 0.0311146905480835}, ""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-0.030703801661729813], ""sum_logprob"": -0.030703801661729813, ""mean_logprob"": -0.030703801661729813, ""normalized_score_probability"": 0.9688853094519165}}",0.23744032199829235,
case_018,medium,А как подключить новый MCP-инструмент?,NEW,NEW,NEW,True,True,0.9999629478517839,0.9999258957035678,"{""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-10.203166007995605, -2.253030106658116e-05], ""sum_logprob"": -10.203188538296672, ""mean_logprob"": -10.203188538296672, ""normalized_score_probability"": 3.705214821606648e-05}, ""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-4.136476854910143e-05], ""sum_logprob"": -4.136476854910143e-05, ""mean_logprob"": -4.136476854910143e-05, ""normalized_score_probability"": 0.9999629478517839}}",0.24653784199836082,
case_019,medium,А если руководитель сейчас отсутствует?,CONTINUE,CONTINUE,CONTINUE,True,True,0.9993929216650947,0.9987858433301895,"{""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-0.0006756883230991662, -4.529942543740617e-06], ""sum_logprob"": -0.0006802182656429068, ""mean_logprob"": -0.0006802182656429068, ""normalized_score_probability"": 0.9993929216650947}, ""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-7.406925678253174], ""sum_logprob"": -7.406925678253174, ""mean_logprob"": -7.406925678253174, ""normalized_score_probability"": 0.0006070783349052801}}",0.24727006499961135,
case_020,medium,А как назначить роль аналитика Иванову?,NEW,NEW,NEW,True,True,0.59266847055841,0.18533694111682003,"{""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-0.8981863856315613, -7.748573807475623e-06], ""sum_logprob"": -0.8981941342053688, ""mean_logprob"": -0.8981941342053688, ""normalized_score_probability"": 0.40733152944158996}, ""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-0.5231863856315613], ""sum_logprob"": -0.5231863856315613, ""mean_logprob"": -0.5231863856315613, ""normalized_score_probability"": 0.59266847055841}}",0.25412853800116864,
case_021,medium,Сформируй новый отчёт по сотрудникам.,NEW,CONTINUE,CONTINUE,False,False,0.9658993033616132,0.9317986067232266,"{""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-0.034763216972351074, -8.34461570775602e-06], ""sum_logprob"": -0.03477156158805883, ""mean_logprob"": -0.03477156158805883, ""normalized_score_probability"": 0.9658993033616132}, ""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-3.3785133361816406], ""sum_logprob"": -3.3785133361816406, ""mean_logprob"": -3.3785133361816406, ""normalized_score_probability"": 0.03410069663838663}}",0.25149328600127774,
case_022,medium,А где изменить номер телефона в профиле?,NEW,NEW,NEW,True,True,0.9999999913223371,0.9999999826446742,"{""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-18.562501907348633, -1.3708974620385561e-05], ""sum_logprob"": -18.562515616323253, ""mean_logprob"": -18.562515616323253, ""normalized_score_probability"": 8.677662876013076e-09}, ""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-2.0265558760002023e-06], ""sum_logprob"": -2.0265558760002023e-06, ""mean_logprob"": -2.0265558760002023e-06, ""normalized_score_probability"": 0.9999999913223371}}",0.24847706200125685,
case_023,hard,"Да. А если попробовать через VPN, это может помочь?",CONTINUE,NEW,NEW,False,False,0.9433480937159434,0.8866961874318869,"{""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-2.8708384037017822, -9.775113539944869e-06], ""sum_logprob"": -2.870848178815322, ""mean_logprob"": -2.870848178815322, ""normalized_score_probability"": 0.0566519062840565}, ""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-0.0583384670317173], ""sum_logprob"": -0.0583384670317173, ""mean_logprob"": -0.0583384670317173, ""normalized_score_probability"": 0.9433480937159434}}",0.2487270740002714,
case_024,hard,"Спасибо, вошёл. А уведомления как отключить?",NEW,NEW,NEW,True,True,0.9755771031326885,0.9511542062653772,"{""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-3.712237596511841, -8.22540732769994e-06], ""sum_logprob"": -3.7122458219191685, ""mean_logprob"": -3.7122458219191685, ""normalized_score_probability"": 0.024422896867311354}, ""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-0.024737713858485222], ""sum_logprob"": -0.024737713858485222, ""mean_logprob"": -0.024737713858485222, ""normalized_score_probability"": 0.9755771031326885}}",0.2489851810005348,
case_025,hard,После перехода мои сохранённые отчёты останутся?,CONTINUE,CONTINUE,CONTINUE,True,True,0.9999756995452082,0.9999513990904163,"{""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-0.00015984688070602715, -9.179073458653875e-06], ""sum_logprob"": -0.00016902595416468102, ""mean_logprob"": -0.00016902595416468102, ""normalized_score_probability"": 0.9999756995452082}, ""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-10.625160217285156], ""sum_logprob"": -10.625160217285156, ""mean_logprob"": -10.625160217285156, ""normalized_score_probability"": 2.430045479179829e-05}}",0.2485623940010555,
case_026,hard,"Тогда Pro. И ещё скажите, как удалить аккаунт.",NEW,NEW,NEW,True,True,0.996516604496162,0.9930332089923238,"{""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-5.659746170043945, -8.34461570775602e-06], ""sum_logprob"": -5.659754514659653, ""mean_logprob"": -5.659754514659653, ""normalized_score_probability"": 0.00348339550383814}, ""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-0.0034962499048560858], ""sum_logprob"": -0.0034962499048560858, ""mean_logprob"": -0.0034962499048560858, ""normalized_score_probability"": 0.996516604496162}}",0.24822743100048683,
case_027,hard,Иногда ещё появляется 500. Это может быть связано?,CONTINUE,CONTINUE,CONTINUE,True,True,0.9465963174794064,0.8931926349588128,"{""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-0.055008117109537125, -7.033323527139146e-06], ""sum_logprob"": -0.055015150433064264, ""mean_logprob"": -0.055015150433064264, ""normalized_score_probability"": 0.9465963174794064}, ""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-2.9300081729888916], ""sum_logprob"": -2.9300081729888916, ""mean_logprob"": -2.9300081729888916, ""normalized_score_probability"": 0.053403682520593534}}",0.2483342729992728,
case_028,hard,"Не помогает. Кстати, где посмотреть историю платежей?",NEW,NEW,NEW,True,True,0.9999999975903036,0.999999995180607,"{""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-19.843753814697266, -1.4305012882687151e-05], ""sum_logprob"": -19.84376811971015, ""mean_logprob"": -19.84376811971015, ""normalized_score_probability"": 2.409696520002933e-09}, ""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-3.099436753473128e-06], ""sum_logprob"": -3.099436753473128e-06, ""mean_logprob"": -3.099436753473128e-06, ""normalized_score_probability"": 0.9999999975903036}}",0.24812373500026297,
case_029,hard,Убери Санкт-Петербург и сравни Москву с Казанью за тот же период.,CONTINUE,CONTINUE,CONTINUE,True,True,0.9969246024216195,0.993849204843239,"{""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-0.003129943273961544, -9.059865078597795e-06], ""sum_logprob"": -0.003139003139040142, ""mean_logprob"": -0.003139003139040142, ""normalized_score_probability"": 0.9969246024216195}, ""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-5.784379959106445], ""sum_logprob"": -5.784379959106445, ""mean_logprob"": -5.784379959106445, ""normalized_score_probability"": 0.0030753975783804613}}",0.25667197999973723,
case_030,hard,Сохрани результат. И создай встречу с отделом продаж на завтра.,NEW,NEW,NEW,True,True,0.9999999922213952,0.9999999844427904,"{""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-18.671878814697266, -1.4424220353248529e-05], ""sum_logprob"": -18.67189323891762, ""mean_logprob"": -18.67189323891762, ""normalized_score_probability"": 7.77860488163977e-09}, ""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-4.410734163684538e-06], ""sum_logprob"": -4.410734163684538e-06, ""mean_logprob"": -4.410734163684538e-06, ""normalized_score_probability"": 0.9999999922213952}}",0.2558091009996133,
