condition_id,id,expected_route,predicted_route,baseline_prediction,correct,continue_score,new_score,delta_continue_minus_new,prediction_changed_from_baseline
name_semantic,case_027,CONTINUE,CONTINUE,CONTINUE,True,17.609375,14.43750035762804,3.171874642371961,False
name_semantic,case_028,NEW,CONTINUE,CONTINUE,False,17.078125,10.187499523872248,6.890625476127752,False
name_semantic,case_029,CONTINUE,CONTINUE,CONTINUE,True,18.375,2.2500000298023224,16.124999970197678,False
name_semantic,case_030,NEW,CONTINUE,CONTINUE,False,12.093750119225206,-7.6562501118460204,19.750000231071226,False
name_candidate,case_001,CONTINUE,CONTINUE,CONTINUE,True,19.25,8.406249667343218,10.843750332656782,False
name_candidate,case_002,CONTINUE,CONTINUE,CONTINUE,True,18.265625,8.28124955520616,9.98437544479384,False
name_candidate,case_003,NEW,CONTINUE,CONTINUE,False,11.250000357712452,-8.312499672494596,19.562500030207048,False
name_candidate,case_004,CONTINUE,CONTINUE,CONTINUE,True,18.703125,12.593749523168299,6.109375476831701,False
name_candidate,case_005,NEW,CONTINUE,CONTINUE,False,10.656250238696884,-7.2812499983701855,17.93750023706707,False
name_candidate,case_006,CONTINUE,CONTINUE,CONTINUE,True,17.28125,4.812500067986548,12.468749932013452,False
name_candidate,case_007,NEW,CONTINUE,CONTINUE,False,-7.718750098720193,-14.749999642372188,7.031249543651995,False
name_candidate,case_008,CONTINUE,CONTINUE,CONTINUE,True,17.015625,7.7812498486891855,9.234375151310815,False
name_candidate,case_009,NEW,CONTINUE,CONTINUE,False,11.031250000130967,-8.624999777690391,19.65624977782136,False
name_candidate,case_010,CONTINUE,CONTINUE,CONTINUE,True,18.15625,3.9999998919665813,14.156250108033419,False
name_candidate,case_011,NEW,CONTINUE,CONTINUE,False,14.01562511920963,-4.562500079162419,18.57812519837205,False
name_candidate,case_012,CONTINUE,CONTINUE,CONTINUE,True,18.59375,1.875000074505806,16.718749925494194,False
name_candidate,case_013,CONTINUE,CONTINUE,CONTINUE,True,18.515625,8.999999649982783,9.515625350017217,False
name_candidate,case_014,NEW,CONTINUE,CONTINUE,False,4.68750018812716,-13.53124964237304,18.2187498305002,False
name_candidate,case_015,CONTINUE,CONTINUE,CONTINUE,True,18.1875,8.031250172032742,10.156249827967258,False
name_candidate,case_016,NEW,CONTINUE,NEW,False,-4.343749933876097,-6.250000192085281,1.9062502582091838,True
name_candidate,case_017,CONTINUE,CONTINUE,CONTINUE,True,16.734375,2.531249962747097,14.203125037252903,False
name_candidate,case_018,NEW,CONTINUE,CONTINUE,False,7.500000152911525,-8.906249889972969,16.406250042884494,False
name_candidate,case_019,CONTINUE,CONTINUE,CONTINUE,True,18.328125,9.749999882489647,8.578125117510353,False
name_candidate,case_020,NEW,CONTINUE,CONTINUE,False,17.046875,-0.7812499701976776,17.828124970197678,False
name_candidate,case_021,NEW,CONTINUE,CONTINUE,False,17.640625,6.593750101630576,11.046874898369424,False
name_candidate,case_022,NEW,CONTINUE,CONTINUE,False,13.93750011920963,-7.874999953026418,21.81250007223605,False
name_candidate,case_023,CONTINUE,CONTINUE,CONTINUE,True,17.859375,9.28125036196434,8.57812463803566,False
name_candidate,case_024,NEW,CONTINUE,CONTINUE,False,18.25,1.4062499850988388,16.84375001490116,False
name_candidate,case_025,CONTINUE,CONTINUE,CONTINUE,True,18.515625,12.812500119213155,5.703124880786845,False
name_candidate,case_026,NEW,CONTINUE,CONTINUE,False,18.53125,10.093749643227056,8.437500356772944,False
name_candidate,case_027,CONTINUE,CONTINUE,CONTINUE,True,17.03125,9.718749882602424,7.312500117397576,False
name_candidate,case_028,NEW,CONTINUE,CONTINUE,False,16.015624880790718,0.53125,15.484374880790718,False
name_candidate,case_029,CONTINUE,CONTINUE,CONTINUE,True,17.71875,3.968749901279807,13.750000098720193,False
name_candidate,case_030,NEW,CONTINUE,CONTINUE,False,13.34375035762912,-7.062500128289685,20.406250485918804,False
name_route_x,case_001,CONTINUE,CONTINUE,CONTINUE,True,19.640625,9.468750002983143,10.171874997016857,False
name_route_x,case_002,CONTINUE,CONTINUE,CONTINUE,True,18.359375,11.46875000005457,6.89062499994543,False
name_route_x,case_003,NEW,CONTINUE,CONTINUE,False,11.718749523195584,-10.062500239328074,21.781249762523657,False
name_route_x,case_004,CONTINUE,CONTINUE,CONTINUE,True,18.953125,12.999999642374632,5.9531253576253675,False
name_route_x,case_005,NEW,CONTINUE,CONTINUE,False,8.18750039630686,-6.500000056345016,14.687500452651875,False
name_route_x,case_006,CONTINUE,CONTINUE,CONTINUE,True,17.359375,5.312500189524144,12.046874810475856,False
name_route_x,case_007,NEW,CONTINUE,CONTINUE,False,-7.312500222411472,-13.93750011920963,6.624999896798158,False
name_route_x,case_008,CONTINUE,CONTINUE,CONTINUE,True,17.921875,9.468750002983143,8.453124997016857,False
name_route_x,case_009,NEW,CONTINUE,CONTINUE,False,8.28124955520616,-7.624999880645191,15.90624943585135,False
name_route_x,case_010,CONTINUE,CONTINUE,CONTINUE,True,18.5,7.312500222411472,11.187499777588528,False
name_route_x,case_011,NEW,CONTINUE,CONTINUE,False,14.499999523162955,-5.7812500996515155,20.28124962281447,False
name_route_x,case_012,CONTINUE,CONTINUE,CONTINUE,True,18.875,9.906249762821972,8.968750237178028,False
name_route_x,case_013,CONTINUE,CONTINUE,CONTINUE,True,18.609375,11.65624988082891,6.953125119171091,False
name_route_x,case_014,NEW,CONTINUE,CONTINUE,False,5.281249896623194,-13.34375035762912,18.625000254252313,False
name_route_x,case_015,CONTINUE,CONTINUE,CONTINUE,True,18.75,13.51562464237304,5.234375357626959,False
name_route_x,case_016,NEW,CONTINUE,NEW,False,-6.906249905121513,-7.6562501118460204,0.7500002067245077,True
name_route_x,case_017,CONTINUE,CONTINUE,CONTINUE,True,16.734375,-1.4374999552965164,18.171874955296516,False
name_route_x,case_018,NEW,CONTINUE,CONTINUE,False,10.968749880939868,-5.749999928288162,16.71874980922803,False
name_route_x,case_019,CONTINUE,CONTINUE,CONTINUE,True,18.796875,9.250000243031536,9.546874756968464,False
name_route_x,case_020,NEW,CONTINUE,CONTINUE,False,17.78125,2.812500048428774,14.968749951571226,False
name_route_x,case_021,NEW,CONTINUE,CONTINUE,False,18.46875,7.593750126718078,10.874999873281922,False
name_route_x,case_022,NEW,CONTINUE,CONTINUE,False,14.843749642372188,-7.468749805120751,22.31249944749294,False
name_route_x,case_023,CONTINUE,CONTINUE,CONTINUE,True,18.5625,11.46875000005457,7.09374999994543,False
name_route_x,case_024,NEW,CONTINUE,CONTINUE,False,18.15625,2.562499888241291,15.593750111758709,False
name_route_x,case_025,CONTINUE,CONTINUE,CONTINUE,True,19.046875,12.796875119213155,6.249999880786845,False
name_route_x,case_026,NEW,CONTINUE,CONTINUE,False,18.65625,11.65624988082891,7.000000119171091,False
name_route_x,case_027,CONTINUE,CONTINUE,CONTINUE,True,17.21875,10.843749523353836,6.375000476646164,False
name_route_x,case_028,NEW,CONTINUE,CONTINUE,False,16.453124880790718,1.8125000149011612,14.640624865889556,False
name_route_x,case_029,CONTINUE,CONTINUE,CONTINUE,True,17.984375,6.875000056694262,11.109374943305738,False
name_route_x,case_030,NEW,CONTINUE,CONTINUE,False,13.765624880791279,-5.499999983236194,19.265624864027473,False
description_equivalent_v2,case_001,CONTINUE,CONTINUE,CONTINUE,True,17.59375,6.843750210246071,10.749999789753929,False
description_equivalent_v2,case_002,CONTINUE,CONTINUE,CONTINUE,True,16.8125,2.3749999701976776,14.437500029802322,False
description_equivalent_v2,case_003,NEW,CONTINUE,CONTINUE,False,-14.828124642372188,-15.04687476158145,0.21875011920926113,False
description_equivalent_v2,case_004,CONTINUE,CONTINUE,CONTINUE,True,18.078125,-0.09375,18.171875,False
description_equivalent_v2,case_005,NEW,CONTINUE,CONTINUE,False,-6.656249991618097,-10.249999881416443,3.593749889798346,False
description_equivalent_v2,case_006,CONTINUE,CONTINUE,CONTINUE,True,16.374999880790718,8.937500247047865,7.437499633742853,False
description_equivalent_v2,case_007,NEW,CONTINUE,CONTINUE,False,-11.843749523188308,-14.499999523162955,2.656249999974648,False
description_equivalent_v2,case_008,CONTINUE,CONTINUE,CONTINUE,True,16.093749880790718,1.2187499701976776,14.87499991059304,False
description_equivalent_v2,case_009,NEW,CONTINUE,CONTINUE,False,-8.31249955331441,-12.781250000004093,4.468750446689683,False
description_equivalent_v2,case_010,CONTINUE,CONTINUE,CONTINUE,True,16.859375,5.531250195112079,11.32812480488792,False
description_equivalent_v2,case_011,NEW,CONTINUE,CONTINUE,False,7.843749838473741,-3.1874999813735485,11.03124981984729,False
description_equivalent_v2,case_012,CONTINUE,CONTINUE,CONTINUE,True,16.468749880790718,6.28124984097667,10.187500039814047,False
description_equivalent_v2,case_013,CONTINUE,CONTINUE,CONTINUE,True,17.390625,3.968749901279807,13.421875098720193,False
description_equivalent_v2,case_014,NEW,CONTINUE,CONTINUE,False,-11.5000003576788,-16.359374880790718,4.859374523111917,False
description_equivalent_v2,case_015,CONTINUE,CONTINUE,CONTINUE,True,16.421874880790718,-11.062499523286533,27.48437440407725,False
description_equivalent_v2,case_016,NEW,CONTINUE,NEW,False,-12.624999523168299,-14.656249523162955,2.0312499999946567,True
description_equivalent_v2,case_017,CONTINUE,CONTINUE,CONTINUE,True,15.49999976158145,-6.218750073574483,21.718749835155933,False
description_equivalent_v2,case_018,NEW,CONTINUE,CONTINUE,False,-9.250000243031536,-15.32812476158145,6.078124518549913,False
description_equivalent_v2,case_019,CONTINUE,CONTINUE,CONTINUE,True,17.6875,-8.499999663079507,26.187499663079507,False
description_equivalent_v2,case_020,NEW,CONTINUE,CONTINUE,False,16.187499880790718,0.21875,15.968749880790718,False
description_equivalent_v2,case_021,NEW,CONTINUE,CONTINUE,False,16.281249880790718,3.031249947845936,13.249999932944782,False
description_equivalent_v2,case_022,NEW,CONTINUE,CONTINUE,False,9.218750004918547,-11.812500238445864,21.03125024336441,False
description_equivalent_v2,case_023,CONTINUE,CONTINUE,CONTINUE,True,16.65625,5.812500050058588,10.843749949941412,False
description_equivalent_v2,case_024,NEW,CONTINUE,CONTINUE,False,16.453124880790718,1.8124999552965164,14.640624925494201,False
description_equivalent_v2,case_025,CONTINUE,CONTINUE,CONTINUE,True,17.359375,0.71875,16.640625,False
description_equivalent_v2,case_026,NEW,CONTINUE,CONTINUE,False,15.921874880790718,-8.124999686173396,24.046874566964114,False
description_equivalent_v2,case_027,CONTINUE,CONTINUE,CONTINUE,True,16.124999880790718,-10.312500119762262,26.43750000055298,False
description_equivalent_v2,case_028,NEW,CONTINUE,CONTINUE,False,14.203125238418806,-5.562500078929588,19.765625317348395,False
description_equivalent_v2,case_029,CONTINUE,CONTINUE,CONTINUE,True,16.593749880790718,2.7499999962747097,13.843749884516008,False
description_equivalent_v2,case_030,NEW,CONTINUE,CONTINUE,False,8.124999686173396,-4.812500067986548,12.937499754159944,False
